package	n_classes	n_lazy	sample
com.moonsworth.lunar.client.lighting	81	10	AbstractBooleanOption,AbstractByteOption,AbstractDoubleOption,AbstractFloatOption,AbstractIntegerOption,AbstractKeybindOption
com.moonsworth.lunar.client.lighting.mixin	1	1	LightingExtension44
com.moonsworth.lunar.client.lighting.nameplate	15	5	Alert2Handler,AlertExtension,AlertExtension2,Data,GuiExtension,GuiExtension2
com.moonsworth.lunar.client.lighting.nameplate.mixin	8	5	Nameplate,NameplateHandler,NameplateImpl,NameplateImpl2,NameplateImpl3,NameplateImpl4
com.moonsworth.lunar.client.lighting.rewindhandlers	1	0	RewindhandlersType
com.moonsworth.lunar.client.lightoverlay	18	9	Data,Data2,Lightoverlay,Lightoverlay2,Lightoverlay2Extension,Lightoverlay2Extension2
com.moonsworth.lunar.client.lotusfish	11	0	Data,FunctionProvider,Ichor2Handler,Ichor2Handler2,Ichor2Handler22,Ichor2Impl
com.moonsworth.lunar.client.markers	25	17	Bridge7Handler,BrowserHandler,ClipboardHandler,Data,Data2,Data3
com.moonsworth.lunar.client.markers.gui	6	4	Data,Gui,GuiExtension,GuiExtension2,GuiExtension3,GuiExtension_2
com.moonsworth.lunar.client.markers.holograms	7	3	ColorsaturationExtension,Holograms,Holograms2,Holograms2Impl,HologramsIterator,HologramsIterator2
com.moonsworth.lunar.client.markers.mixin	9	5	Bridge7Handler,Data,Data2,Data3,Highlight3Iterator,Markers
com.moonsworth.lunar.client.markers.mixin.fishing	1	1	Data2,Fishing
com.moonsworth.lunar.client.markers.mixin.gui	7	5	Annotation,Data,Data2,Extension,Gui,Gui2
com.moonsworth.lunar.client.markers.mixin.gui.mixin	33	32	Data,Data2,Gui,Gui10,Gui11,Gui12
com.moonsworth.lunar.client.markers.mixin.gui.mixin.nameplate	5	15	Data10,Data11,Data12,Data2,Data3,Data4
com.moonsworth.lunar.client.markers.mixin.gui.mixin.rewindhandlers	7	8	Data,Data16,Data17,Data2,GuiExtension,GuiExtension2
com.moonsworth.lunar.client.markers.mixin.highlight	2	0	Gui2Handler,Highlight
com.moonsworth.lunar.client.markers.mixin.holograms	6	4	Holograms,Holograms2,Holograms3,Holograms4,Holograms5,HologramsType
com.moonsworth.lunar.client.markers.mixin.holograms.mixin	5	2	Holograms,Holograms2,Holograms2Iterator,HologramsType,HologramsType2
com.moonsworth.lunar.client.markers.mixin.nameplate	2	0	MarkersImpl,NameplateType
com.moonsworth.lunar.client.markers.mixin.rewindhandlers	1	0	Markers3Handler
com.moonsworth.lunar.client.markers.nameplate	2	1	Nameplate,Nameplate2
com.moonsworth.lunar.client.markers.nameplate.mixin	8	7	Nameplate,Nameplate2,Nameplate3,Nameplate4,Nameplate5,Nameplate6
com.moonsworth.lunar.client.markers.rewindhandlers	2	1	Data,MarkersImpl,MarkersImpl2
com.moonsworth.lunar.client.memory	2	0	Memory,MemoryTask
com.moonsworth.lunar.client.mixin	39	11	BlockDoublePlantMixin,Data,DataWatcherMixin,EffectRendererMixin,EntityClientPlayerMPMixin,EntityFXMixin
com.moonsworth.lunar.client.mobsize.mixin	2	0	TessellatorRenderer,WorldRenderer
com.moonsworth.lunar.client.mod.combat	23	0	AttackIndicator,Combo,Cooldowns,DamageTint,Data,HitColor
com.moonsworth.lunar.client.mod.hud	105	2	ActionBar,AudioSubtitles,BaitStack,BedwarsTeamMember,BedwarsTimersHudElement,BedwarsUpgrade
com.moonsworth.lunar.client.mod.misc	172	7	ApolloDebugMod,ArrowFrame,AutoTextActions,AutoTextHotkey,BasicDebugMod,BeaconPitch
com.moonsworth.lunar.client.mod.movement	6	0	Freelook,Momentum,SkyblockSmoothTeleport,Snaplook,ToggleSneak,Zoom
com.moonsworth.lunar.client.mod.player	23	0	Data,HotbarKeyOverlay,InventoryMod,InventorySearch,ItemDropProtection,MumbleLink
com.moonsworth.lunar.client.mod.render	107	7	Armorstatus,ArmorstatusBarsChild,ArmorstatusProtectionChild,BettermapPrimary,BettermapSecondary,BlockOutline
com.moonsworth.lunar.client.mumble	3	0	LinkData,MumbleLink,MumbleVec
com.moonsworth.lunar.client.nameplate	5	4	FogHandler2,Highlight3Iterator,Nameplate,Nameplate2,Nameplate_2,Type2
com.moonsworth.lunar.client.network.apollo	1	0	ApolloPacketUtils,and
com.moonsworth.lunar.client.network.friend	1	0	FriendStatus
com.moonsworth.lunar.client.network.hostedworld	7	0	Data,HostedWorldEntryRenderer,HostedWorldHost,HostedWorldPlayer,HostedWorldRefreshThread,HostedWorldRelay
com.moonsworth.lunar.client.network.ipc	2	0	PendingRequest,RpcChannelImpl,WebSocketClientIterator
com.moonsworth.lunar.client.network.mumble	3	0	LinkData,MumbleLink,MumbleVec
com.moonsworth.lunar.client.network.safety	1	0	MaliciousListFetcher,MaliciousServer,MaliciousUrl,SafetyAction
com.moonsworth.lunar.client.network.server	11	0	MojangBlocklist,PinnedServer,PluginChannelRegistry,PluginMessageHandler,ResolvedServerAddress,ServerAddressPipeline
com.moonsworth.lunar.client.network.transfer	4	0	PingServerCache,PingServerData,TransferHandler,TransferSrvResolver
com.moonsworth.lunar.client.network.websocket	5	0	AssetServerClient,ConnectionState,Data,ReconnectBackoff,WebSocketClientHandler,WebSocketRpcChannel
com.moonsworth.lunar.client.pkg	6	6	Data3,Pkg,Pkg2,Pkg3,Pkg4,Pkg5
com.moonsworth.lunar.client.profile	5	0	HudPosition,ModProfile,ModProfileManager,ProfileColor,ProfileData
com.moonsworth.lunar.client.profile.importer	10	0	BadlionProfileConfig,BadlionProfileConverter,BadlionProfileImporter,CanvasCrosshair,ConvertedProfile,Data
com.moonsworth.lunar.client.render	19	0	ByteBufferCache,DeferredDraw,EntityRenderLayer,FloatArrayBuilder,GlProgramCache,GpuResourceTracker
com.moonsworth.lunar.client.render.color	6	0	AnimatedColor,AnimatedColorImpl,ColorAnimation,ColorMutator,MutableColor,SolidColor
com.moonsworth.lunar.client.render.font	3	0	CacheKey,CachedTextMesh,TextRenderCache,TextRenderPass
com.moonsworth.lunar.client.render.particle	71	0	Abs,AngleMath,BedrockComponentAppearanceBillboard,BedrockComponentAppearanceLighting,BedrockComponentAppearanceTinting,BedrockComponentBase
com.moonsworth.lunar.client.render.particle.highlight	7	0	BedrockComponentShapeBase,BedrockComponentShapeBox,BedrockComponentShapeDisc,BedrockComponentShapeEntityAABB,BedrockComponentShapePoint,BedrockComponentShapeSphere
com.moonsworth.lunar.client.render.particle.holograms	3	0	BedrockComponentRate,BedrockComponentRateInstant,BedrockComponentRateSteady
com.moonsworth.lunar.client.render.particle.mixin	4	0	CosDegrees,MolangException,MolangParser,SinDegrees
com.moonsworth.lunar.client.render.particle.nameplate	11	0	BedrockComponentInitialization,BedrockComponentLocalSpace,BlockbusterParticleDeserializer,GifFrame,GifTexture,HermiteBlend
com.moonsworth.lunar.client.render.particle.nameplate.mixin	5	0	NameplateBillboardComponent,NameplateCollisionAppearanceComponent,NameplateCollisionTintingComponent,NameplateGlintRenderer,NameplateTintingComponent
com.moonsworth.lunar.client.render.particle.rewindhandlers	6	0	BedrockComponentInitialSpeed,BedrockComponentInitialSpin,BedrockComponentMotion,BedrockComponentMotionCollision,BedrockComponentMotionDynamic,BedrockComponentMotionParametric
com.moonsworth.lunar.client.render.shader	5	0	ShaderDefinition,ShaderPackHelper,ShaderPass,ShaderStateHelper,ShaderUniformUpdater
com.moonsworth.lunar.client.render.texture	6	0	AnimatedTexture,BaseTexture,ClickImpl,PersistentTexture,PersistentTextureImpl,TextureProcessor
com.moonsworth.lunar.client.replay	26	0	AudioSegment,BooleanProperty,ColorProperty,ColorValue,EffectSegment,GameplaySegment
com.moonsworth.lunar.client.replay.fishing	4	0	NumberInterpolator,RewindSettingKeys,Sliceable,UuidProvider
com.moonsworth.lunar.client.replay.gui	18	0	AlertImpl,AngleUtils,AudioSampleFormat,ByteBufLoader,EntityPositionApplier,GameplayTrack
com.moonsworth.lunar.client.replay.highlight	11	0	HashMapImpl,HighlightAdapter,LinkedHashMapImpl,MediaPool,MediaPoolAdapter,PropertyMapAdapter
com.moonsworth.lunar.client.replay.highlight.nameplate	7	0	HighlightTreeMap,LinkedHashMapImpl,LinkedHashSetImpl,TransactionalSet,TreeMapImpl,UndoRedoBatch
com.moonsworth.lunar.client.replay.holograms	4	0	EntityOverrideRegistry,SegmentRegistry,TimelineElementRegistry,TrackRegistry
com.moonsworth.lunar.client.replay.mixin	4	0	InputStreamLoader,RewindFileCache,RewindFileReader,RewindThread
com.moonsworth.lunar.client.replay.mixin.nameplate	2	0	EndOfCentralDirectory,SeekableByteChannelLoader,Zip64EndOfCentralDirectory,Zip64ExtraField,ZipEntryLocation,ZipEntryLocator
com.moonsworth.lunar.client.replay.nameplate	26	0	AnimatedPropertyGroup,BeamPacket,ButtonStatePacket,ClickHandlerPacket,DisconnectMode,DisconnectPacket
com.moonsworth.lunar.client.replay.nameplate.mixin	2	0	HypixelLocationPacket,LocationPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.colorsaturation	1	0	TickMarkerPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.fishing	4	0	ResetLevelPacket,SnapshotEndPacket,SnapshotLoadPacket,SnapshotStartPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.gui	6	0	CloseScreenPacket,CursorPositionPacket,MouseInputPacket,OpenChatPacket,OpenInventoryPacket,ScreenAlignmentPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.highlight	1	0	NoOpPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.holograms	17	0	AttackPacket,AttackStrengthPacket,DropItemPacket,HeldItemPacket,ItemSwapPacket,LookPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.nameplate	3	0	MessageSignaturePacket,RawNetworkPacket,SetPausedPacket
com.moonsworth.lunar.client.replay.nameplate.mixin.rewindhandlers	2	0	ClientPackPacket,ServerPackPacket
com.moonsworth.lunar.client.replay.rewindhandlers	18	0	AudioSampleRate,AudioStream,AudioStreamAdapter,BitrateMode,EffectsJsApi,EffectsPanel
com.moonsworth.lunar.client.replay.rewindhandlers.chest	2	0	RewindTimelineBridge,RewindTimelinePanel
com.moonsworth.lunar.client.replay.rewindhandlers.click	2	0	RewindTimelinesListBridge,RewindTimelinesListPanel
com.moonsworth.lunar.client.replay.rewindhandlers.colorsaturation	2	0	RewindPropertiesBridge,RewindPropertiesPanel
com.moonsworth.lunar.client.replay.rewindhandlers.coordinates	5	0	ExportSettingsSection,KeyframeMove,KeyframeTarget,LayerMove,PendingKeyframeMove,RewindEditorContext
com.moonsworth.lunar.client.replay.rewindhandlers.fishing	3	0	CreateProjectBridge,VideoOrientation,VideoResolution
com.moonsworth.lunar.client.replay.rewindhandlers.highlight	4	0	MediaExporter,MediaExporterJsApi,MusicTrack,MusicTrackManager
com.moonsworth.lunar.client.replay.rewindhandlers.holograms	4	0	PlaybackStateProvider,ReplayViewContext,RewindEditorBridge,RewindLoadingScreen
com.moonsworth.lunar.client.replay.rewindhandlers.mixin	4	0	AudioWaveformRenderer,CameraRewindHandler,RewindCameraController,RewindhandlersImpl
com.moonsworth.lunar.client.replay.rewindhandlers.nameplate	8	0	EntityContextMenu,GuiScreenContext,LayerPropertiesContext,LocalPlayerContext,ReplayContext,RewindInteractionJsApi
com.moonsworth.lunar.client.replay.rewindhandlers.rewindhandlersCore	11	0	CameraUpdateHandler,EntityOverrideRenderer,ExportTargetHandler,HudVisibilityHandler,ReplayDriverHandler,ReplaySoundHandler
com.moonsworth.lunar.client.replay.rewindhandlers.rewindhandlersCore.mixin	2	0	CameraFollowMode,CameraMode
com.moonsworth.lunar.client.replay.rewindhandlersNameplate	9	0	EncoderProbe,FFmpegDownloader,FFmpegRenderer,LoopbackAudioRecorder,RewindhandlersNameplate,VideoCodec
com.moonsworth.lunar.client.replay.rewindhandlersNameplate.mixin	3	0	PersistentPixelBufferPool,RewindhandlersNameplate,RewindhandlersNameplateImpl
com.moonsworth.lunar.client.replay.rewindhandlersNameplateCore	15	0	ApolloSettingsCapture,AudioSampleConverter,AudioTrack,ClientboundPacketEventFactory,EntityStateCapture,PlayerListCapture
com.moonsworth.lunar.client.replay.rewindhandlersNameplateCore.mixin	15	0	CosmeticsRecorder,GuiStateRecorder,HudStateRecorder,KeybindRecorder,KeyframeRecorder,LocationRecorder
com.moonsworth.lunar.client.rewindhandlers	3	2	Rewindhandlers,Rewindhandlers2,Rewindhandlers3,and
com.moonsworth.lunar.client.tps	4	0	Data,FogIterator,Tps,TpsException,TpsType
com.moonsworth.lunar.client.translation	8	0	CachedReplacement,ClientLanguage,ConstantReplacement,Data,SharedTranslations,StringArrayReplacement
com.moonsworth.lunar.client.util	267	153	AbstractQueueImpl,AbstractSpec,Annotation,Annotation2,Annotation3,Annotation4
com.moonsworth.lunar.client.util.alert	10	8	Alert,Alert2,Alert3,Alert4,Alert5,Alert5Extension
com.moonsworth.lunar.client.util.chest	6	3	Chest,Chest2,Data,Data2,Extension,SBase
com.moonsworth.lunar.client.util.chest.mixin	4	2	Chest,ChestHandler,ChestHandler2,ChestHandler3
com.moonsworth.lunar.client.util.click	16	14	BridgeExtension2,BridgeExtension3,Click,Click10,Click11,Click12
com.moonsworth.lunar.client.util.collection	9	0	CachedValuesMap,CopyOnWriteIfNeededArrayList,ElementAdder,ImmutableListView,ImmutableListViewImpl,LazyListBuilder
com.moonsworth.lunar.client.util.colorsaturation	4	1	Colorsaturation,Colorsaturation2,ColorsaturationHandler,ColorsaturationTask
com.moonsworth.lunar.client.util.gui	5	3	Gui,ListExtension,ListExtension2,ListExtension22,ListExtension3
com.moonsworth.lunar.client.util.highlight	3	0	CloseableImpl,FilenameFilter,Highlight,and
com.moonsworth.lunar.client.util.holograms	1	0	MapImpl
com.moonsworth.lunar.client.util.lotusfish	1	0	AudioFileReader
com.moonsworth.lunar.client.util.lotusfish.mixin	4	2	Lotusfish,Lotusfish2,Lotusfish3,LotusfishException
com.moonsworth.lunar.client.util.memory	2	0	Memory,MemoryTask
com.moonsworth.lunar.client.util.mixin	3	3	Data2,MixinHelper,MixinHelper2,MixinHelper22
com.moonsworth.lunar.client.util.nameplate	1	2	Data10,Data11,Nameplate
com.moonsworth.lunar.client.util.performance	2	0	Data,GcMonitor,PerfSnapshotRecorder
com.moonsworth.lunar.client.util.raytrace	9	0	BlockRaycastContext,CosmeticRaycastContext,Data,DynamicRay,EntityRaycastContext,Extension
com.moonsworth.lunar.client.util.rewindhandlers	7	4	Gui2Extension,Rewindhandlers,RewindhandlersExtension,RewindhandlersExtension2,RewindhandlersExtension3,RewindhandlersExtension32
com.moonsworth.lunar.client.waypoints	2	1	Data2,RpcChannelImpl,WebSocketClientIterator
com.moonsworth.lunar.config	4	2	Config,Config2,ConfigType,Data,Data2,MinecraftVersionOrdinal
com.moonsworth.lunar.files	55	13	ArtifactData,BinaryMappingsFormat,BinaryMappingsReader,BinaryMappingsWriter,ClassInfoImpl,ClasspathMappingProvider
com.moonsworth.lunar.files.mixin	8	3	AssetIndex,Data,DownloadInfo,Files,Files2,Files3
com.moonsworth.lunar.forge	30	4	AlwaysAvailableInputStream,ClassPatch,ClassPatchHook,ClassPatchRegistry,Data2,Data3
com.moonsworth.lunar.forge.lib	508	420	AttributeLoader,Bootstrap,Bootstrap_2,ChecksumUpdater,ChecksumUpdater_2,ClassReader
com.moonsworth.lunar.forge.lib.guava.annotations	4	0	Beta,GwtCompatible,GwtIncompatible,VisibleForTesting
com.moonsworth.lunar.forge.lib.guava.base	46	1	Absent,AbstractIterator,And,AndPredicate,Any,AnyOf
com.moonsworth.lunar.forge.lib.guava.base.internal	1	0	Finalizer
com.moonsworth.lunar.forge.lib.guava.cache	22	1	AbstractCache,AbstractCacheSet,AbstractLoadingCache,AbstractReferenceEntry,AccessDurationParser,AccessQueue
com.moonsworth.lunar.forge.lib.guava.collect	222	1	AboveAll,AboveValue,AbstractBiMap,AbstractCell,AbstractEntry,AbstractFilteredMap
com.moonsworth.lunar.forge.lib.guava.escape	10	0	ArrayBasedCharEscaper,ArrayBasedEscaperMap,ArrayBasedUnicodeEscaper,Builder,CharArrayDecorator,CharEscaper
com.moonsworth.lunar.forge.lib.guava.eventbus	11	0	AllowConcurrentEvents,AsyncEventBus,DeadEvent,Dispatcher,Event,EventBus
com.moonsworth.lunar.forge.lib.guava.graph	50	0	AbstractBaseGraph,AbstractDirectedNetworkConnections,AbstractGraph,AbstractGraphBuilder,AbstractNetwork,AbstractUndirectedNetworkConnections
com.moonsworth.lunar.forge.lib.guava.hash	32	2	AbstractByteHasher,AbstractCompositeHashFunction,AbstractHashFunction,AbstractHasher,AbstractNonStreamingHashFunction,AbstractStreamingHasher
com.moonsworth.lunar.forge.lib.guava.html	2	0	HtmlEscapers
com.moonsworth.lunar.forge.lib.guava.io	34	0	Alphabet,AppendableWriter,AsByteSource,AsCharSink,AsCharSource,Base16Encoding
com.moonsworth.lunar.forge.lib.guava.math	13	0	BigIntegerMath,DoubleMath,DoubleUtils,IntMath,LinearTransformation,LinearTransformationBuilder
com.moonsworth.lunar.forge.lib.guava.net	9	0	HostAndPort,HostSpecifier,HttpHeaders,InetAddresses,InternetDomainName,MediaType
com.moonsworth.lunar.forge.lib.guava.primitives	25	0	AsList,AsciiDigits,BooleanArrayAsList,BooleanComparator,Booleans,Builder
com.moonsworth.lunar.forge.lib.guava.reflect	16	0	AbstractInvocationHandler,Bounds,Builder,ClassInfo,ClassOwnership,ClassPath
com.moonsworth.lunar.forge.lib.guava.util.concurrent	76	0	AbstractCatchingFuture,AbstractExecutionThreadService,AbstractFuture,AbstractIdleService,AbstractListeningExecutorService,AbstractScheduledService
com.moonsworth.lunar.forge.lib.guava.util.concurrent.internal	2	0	InternalFutureFailureAccess,InternalFutures
com.moonsworth.lunar.forge.lib.guava.xml	2	0	XmlEscapers
com.moonsworth.lunar.forge.lib.mixin	17	15	Bootstrap,Bootstrap2,Bootstrap3,CloseableExtension,CloseableExtension2,CloseableExtension3
com.moonsworth.lunar.forge.mixin	45	13	ASMClassLoaderMixin,ASMClassLoaderMixin2,ChunkProviderServerMixin,EnumHelperMixin,EventBus,EventBusMixin
com.moonsworth.lunar.framework	5	1	Data2,FrameworkType,Ichor5Handler,Ichor6Impl,MappingNamespace,OptifineMixinHandler
com.moonsworth.lunar.framework.mixin	4	0	Data,Ichor2Handler,Ichor2Iterator,Ichor2Iterator2,NotchResourceTransformer
com.moonsworth.lunar.genesis	1750	858	Absent,AbstractBaseGraph,AbstractBiMap$Inverse,AbstractByteHasher,AbstractCache,AbstractCache$StatsCounter
com.moonsworth.lunar.genesis.mixin	3	1	MixinHelper,MixinHelper2,MixinHelperType,corresponding
com.moonsworth.lunar.ichor	184	60	AccessWideningHook,Annotation,Annotation10,Annotation11,Annotation12,Annotation13
com.moonsworth.lunar.ichor.api	5	2	IchorAPI,IchorAPI2,IchorAPI3,IchorClassLoader,IchorExclusionFilter
com.moonsworth.lunar.ichor.mixin	19	10	ArrayElementSignature,ArrayTypeSignature,ClassSignature,ClassTypeSignature,Data,Data2
com.moonsworth.lunar.ichor.util	51	16	Annotation,Annotation2,Annotation3,Annotation4,AnnotationUtils,AsmUtils
com.moonsworth.lunar.icon	1	0	Icon
com.moonsworth.lunar.icon.mixin	2	0	Bridge2Handler,Bridge3Handler
com.moonsworth.lunar.legacy	38	9	Bridge2Handler,Bridge3Handler,BufferedImageTexture,ClickIterator,ConnectingScreenLock,Data
com.moonsworth.lunar.legacy.mixin	543	100	ALC10Mixin,ALMixin,AbstractClientPlayerCapeMixin,AbstractClientPlayerMixin,AbstractClientPlayerMixin2,AbstractClientPlayerMixin3
com.moonsworth.lunar.legacy.optifine.wrapper	11	0	ConnectedTexturesBridgeImpl,CustomColorsBridgeImpl,CustomItemsBridgeImpl,IImageBufferLoader,ShadersBridgeImpl,Slayer3Handler
com.moonsworth.lunar.legacy.wrapper	180	78	AbstractTextureImpl,AlcBridgeImpl,AncientDummyPlayer,AudioStreamCache,BakedQuadBuilder,BakedQuadFace
com.moonsworth.lunar.legacy.wrapper.mixin	4	0	Bridge2Handler,Bridge5Handler,JsonToNbtBridgeImpl,NbtIoBridgeImpl
com.moonsworth.lunar.legacy.wrapper.util	18	3	BlockPathEvaluator,BlockStateBridgeV1_7,Bridge2Handler,Bridge3Extension2,ChatComponentFactoryBridgeImpl,EmissiveMetadataSection
com.moonsworth.lunar.loader	10	0	AdventureDependency,FabricLoaderDependency,Ichor2Iterator,Ichor4Type,Ichor4Type2,Ichor6Impl
com.moonsworth.lunar.loader.mixin	6	0	ConfigRegistrationTask,Data,Ichor5Loader,MixinConfigLoader,MixinHelper,MixinInternal3Handler
com.moonsworth.lunar.mixin	7	0	ChannelInitializerImpl,DummyPlayerFactoryV1_7,EntityClientPlayerMPImpl,LegacyImpl,MultiBridgeV1_7,NetworkChannelInitializer
com.moonsworth.lunar.mixin.mixin	20	3	BiomeGenBaseBridgeMixin,BiomeGenBaseMixin,BiomeGenBaseMixin2,ChunkBiomeMixin,ChunkMixin,ChunkMixin2
com.moonsworth.lunar.network	89	33	AbstractOpenApiSchema,AnalyticsBatchEntry,AnalyticsEnvironment,AnalyticsEvent,BaseGameEvent,BaseGameEventGeoLocation
com.moonsworth.lunar.network.mixin	33	17	ApiCallback,ApiClient,ApiException,ApiKeyAuth,ApiResponse,Authentication
com.moonsworth.lunar.replaymod.forge	3	0	Ichor5Loader,Ichor5Loader2,Ichor6Impl,ReplayModMixinHandler
com.moonsworth.lunar.replaymod.forge.ichor	1	0	Ichor2Handler2
com.moonsworth.lunar.replaymod.forge.v1_12.mixin	7	2	ConnectionEventHandlerAccessor,EventRegistrationsHandler,MixinHelper,MixinHelper2,MixinHelper3,PacketListenerAccessor
com.moonsworth.lunar.replaymod.forge.v1_8.mixin	7	2	ConnectionEventHandlerV1_8Accessor,EventRegistrationsHandler,MixinHelper,MixinHelper2,MixinHelper3,PacketListenerV1_8Accessor
com.moonsworth.lunar.replaymod.mixin	125	43	AbstractGuiButtonMixin,AbstractGuiButtonMixin2,AbstractGuiButtonV1_8Mixin,AbstractGuiDropdownMenuEntryV1_8Mixin,AbstractGuiDropdownMenuMixin,AbstractGuiDropdownMenuMixin2
com.moonsworth.lunar.v1_12.mixin	12	0	C00HandshakeMixin,ClientBrandRetrieverMixin,FMLClientHandlerMixin,ForgeHooksClientMixin,GuiIngameForgeMixin,GuiScreenMixin
com.moonsworth.lunar.v1_7.mixin	13	0	AbstractTextureMixin,ConfigMixin,ConnectedPropertiesMixin,CustomColorizerMixin,CustomSkyLayerMixin,CustomSkyMixin
com.moonsworth.lunar.v1_7.optifine.wrapper	6	0	Slayer3Handler,Slayer6Renderer,Slayer6Renderer2,Slayer6Renderer22,Slayer7Handler,Slayer7Impl
com.moonsworth.lunar.v1_8.mixin	22	0	C00HandshakeMixin,ClientBrandRetrieverMixin,ClientCommandHandlerMixin,FMLClientHandlerMixin,ForgeHooksClientMixin,GuiEditSignMixin
com.moonsworth.lunar.v1_8.optifine.wrapper	8	2	CustomItemsWrapper,Slayer3Handler,Slayer3Impl,Slayer3Impl2,Slayer3Impl22,Wrapper
