count	file	class	tokens
26	com/moonsworth/lunar/ichor/MixinHelper2_2.java	MixinHelper2_2	field,flag,method,text
26	com/moonsworth/lunar/genesis/MixinHelper623332$Data.java	MixinHelper623332$Data	field,method,value
26	com/moonsworth/lunar/genesis/MixinHelper31633_2.java	MixinHelper31633_2	number,value
26	com/moonsworth/lunar/genesis/MixinHelper316332.java	MixinHelper316332	number,value
26	com/moonsworth/lunar/genesis/MixinHelper25$Data4.java	MixinHelper25$Data4	field,number,obj
26	com/moonsworth/lunar/genesis/MixinHelper242$Data2.java	MixinHelper242$Data2	field,obj,value
26	com/moonsworth/lunar/genesis/MixinHelper$Data54.java	MixinHelper$Data54	field,method,obj,value
26	com/moonsworth/lunar/genesis/MixinHelper$Data53.java	MixinHelper$Data53	field,method,obj,value
26	com/moonsworth/lunar/forge/lib/guava/util/concurrent/ThreadFactoryBuilder.java	ThreadFactoryBuilder	flag,number,text
26	com/moonsworth/lunar/forge/lib/guava/util/concurrent/SimpleTimeLimiter.java	SimpleTimeLimiter	flag,method,number,obj,value
26	com/moonsworth/lunar/forge/lib/guava/util/concurrent/ForwardingBlockingDeque.java	ForwardingBlockingDeque	number,value
26	com/moonsworth/lunar/forge/lib/guava/primitives/UnsignedInteger.java	UnsignedInteger	number,obj,text
26	com/moonsworth/lunar/forge/lib/guava/primitives/ParseRequest.java	ParseRequest	number,text
26	com/moonsworth/lunar/forge/lib/guava/math/PairedStats.java	PairedStats	obj,value
26	com/moonsworth/lunar/forge/lib/guava/io/CharSource.java	CharSource	number,text
26	com/moonsworth/lunar/forge/lib/guava/hash/AbstractNonStreamingHashFunction.java	AbstractNonStreamingHashFunction	number,text
26	com/moonsworth/lunar/forge/lib/guava/hash/AbstractHasher.java	AbstractHasher	flag,number,text,value
26	com/moonsworth/lunar/forge/lib/guava/graph/MapRetrievalCache.java	MapRetrievalCache	obj,value
26	com/moonsworth/lunar/forge/lib/guava/eventbus/SubscriberRegistry.java	SubscriberRegistry	method,obj
26	com/moonsworth/lunar/forge/lib/guava/collect/ForwardingBlockingDeque.java	ForwardingBlockingDeque	number,value
26	com/moonsworth/lunar/forge/lib/MixinShared2_2.java	MixinShared2_2	field,method,number,obj
26	com/moonsworth/lunar/forge/lib/MixinMiscHandler23.java	MixinMiscHandler23	field,method,number
26	com/moonsworth/lunar/forge/lib/MixinMisc10.java	MixinMisc10	field,number
26	com/moonsworth/lunar/forge/lib/MixinLegacy5_2.java	MixinLegacy5_2	field
26	com/moonsworth/lunar/forge/lib/InputStreamBase_6.java	InputStreamBase_6	field,flag,number
26	com/moonsworth/lunar/forge/lib/ClassReader.java	ClassReader	field,method,number,text
26	com/moonsworth/lunar/client/util/rewindhandlers/RewindhandlersExtension32.java	RewindhandlersExtension32	field,method,number,value
26	com/moonsworth/lunar/client/util/holograms/MapImpl.java	MapImpl	field,obj,value
26	com/moonsworth/lunar/client/util/gui/ListExtension22.java	ListExtension22	field,method,obj,value
26	com/moonsworth/lunar/client/util/NamedValue.java	NamedValue	field,method,number,text,value
26	com/moonsworth/lunar/client/tps/Tps.java	Tps	arg,field,method
26	com/moonsworth/lunar/client/mod/misc/SkyblockDebugDisplayAlert.java	SkyblockDebugDisplayAlert	field,method
26	com/moonsworth/lunar/client/mod/misc/RewindHandlers2.java	RewindHandlers2	arg,field,method,number
26	com/moonsworth/lunar/client/mod/hud/DayCounter.java	DayCounter	field,flag,method,number
26	com/moonsworth/lunar/client/markers/MarkersType_3.java	MarkersType_3	arg,flag,method
26	com/moonsworth/lunar/client/lotusfish/Ichor2Handler22.java	Ichor2Handler22	method,number,text
26	com/moonsworth/lunar/client/killsounds/mixin/Killsounds2.java	Killsounds2	flag,method,number,text,value
26	com/moonsworth/lunar/client/inactive/mixin/nameplate/Nameplate3.java	Nameplate3	field,method,number,text
26	com/moonsworth/lunar/client/inactive/mixin/fishing/FishingHandler5.java	FishingHandler5	field,method,number
26	com/moonsworth/lunar/client/holograms/Holograms.java	Holograms	field,method,value
26	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderItemStackSize.java	EventRenderItemStackSize	field,method,number,text
26	com/moonsworth/lunar/client/guiRewindhandlers/rewindhandlers/Rewindhandlers2.java	Rewindhandlers2	field,method
26	com/moonsworth/lunar/client/glintcolorizer/nameplate/Glintcolorizer2Impl2.java	Glintcolorizer2Impl2	field,method
26	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Handler.java	Glintcolorizer2Handler	field,method,number,text,value
26	com/moonsworth/lunar/client/framework/feature/waila/WailaHandler3.java	WailaHandler3	field,method,number,text
26	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/Rewindhandlers2_5.java	Rewindhandlers2_5	field,method,obj
26	com/moonsworth/lunar/client/framework/feature/nickhider/Nickhider.java	Nickhider	field,flag,method,text
26	com/moonsworth/lunar/client/framework/feature/mod/mixin/MixinHelper105.java	MixinHelper105	method,text
26	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/mixin/Dungeonwaypoints3.java	Dungeonwaypoints3	field,method,text
26	com/moonsworth/lunar/client/framework/feature/mod/holograms/fishing/GuiRewindhandlersHandler23.java	GuiRewindhandlersHandler23	field,method,text
26	com/moonsworth/lunar/client/framework/feature/mod/fishing/click/Click3.java	Click3	field,flag,method
26	com/moonsworth/lunar/client/framework/feature/killsounds/mixin/Killsounds4Loader.java	Killsounds4Loader	field,flag,method,text
26	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes15.java	Keystrokes15	method,number,value
26	com/moonsworth/lunar/bridge/fog/Fog3.java	Fog3	method,number,text
26	com/moonsworth/lunar/bridge/Bridge$Type.java	Bridge$Type	flag,number
25	net/minecraft/world/gen/feature/WorldGenMegaJungle.java	WorldGenMegaJungle	i,j,k
25	net/minecraft/world/biome/WorldChunkManager.java	WorldChunkManager	i,j,k
25	net/minecraft/client/gui/GuiOverlayDebug.java	GuiOverlayDebug	i,j,k
25	com/moonsworth/lunar/legacy/mixin/GuiMainMenuMixin.java	GuiMainMenuMixin	method,number,value
25	com/moonsworth/lunar/legacy/mixin/BlockModelRendererMixin.java	BlockModelRendererMixin	flag,method,number
25	com/moonsworth/lunar/ichor/mixin/MixinHelper4.java	MixinHelper4	field,flag,method
25	com/moonsworth/lunar/genesis/MixinHelper8_2.java	MixinHelper8_2	field,method,number,text
25	com/moonsworth/lunar/genesis/MixinHelper3_8.java	MixinHelper3_8	flag,number,text
25	com/moonsworth/lunar/genesis/MixinHelper332.java	MixinHelper332	field,method,text
25	com/moonsworth/lunar/genesis/MixinHelper3123.java	MixinHelper3123	obj,value
25	com/moonsworth/lunar/genesis/MixinHelper312.java	MixinHelper312	obj,value
25	com/moonsworth/lunar/genesis/MixinHelper18_3.java	MixinHelper18_3	flag,number,obj,text
25	com/moonsworth/lunar/genesis/InvocationHandler.java	InvocationHandler	field,method,obj
25	com/moonsworth/lunar/genesis/AbstractCollectionIterator52.java	AbstractCollectionIterator52	field,method,number,obj,value
25	com/moonsworth/lunar/forge/lib/guava/net/PercentEscaper.java	PercentEscaper	flag,number,text
25	com/moonsworth/lunar/forge/lib/guava/io/LineBuffer.java	LineBuffer	flag,number,text
25	com/moonsworth/lunar/forge/lib/guava/collect/Hashing.java	Hashing	number,obj,value
25	com/moonsworth/lunar/forge/lib/guava/collect/ForwardingSortedMap.java	ForwardingSortedMap	obj,value
25	com/moonsworth/lunar/forge/lib/guava/collect/ForwardingMap.java	ForwardingMap	obj,value
25	com/moonsworth/lunar/forge/lib/guava/collect/CollectPreconditions.java	CollectPreconditions	flag,number,obj,text
25	com/moonsworth/lunar/forge/lib/guava/collect/AbstractNavigableMap.java	AbstractNavigableMap	obj,value
25	com/moonsworth/lunar/forge/lib/ZipException2.java	ZipException2	field,method,text
25	com/moonsworth/lunar/forge/lib/MixinLegacy.java	MixinLegacy	field,method,number
25	com/moonsworth/lunar/forge/lib/MixinHelper69.java	MixinHelper69	method,number,text
25	com/moonsworth/lunar/forge/lib/MixinHelper622.java	MixinHelper622	field,flag,method,number,text
25	com/moonsworth/lunar/forge/lib/MixinHelper3283.java	MixinHelper3283	field,method,number
25	com/moonsworth/lunar/forge/lib/MixinHelper3244.java	MixinHelper3244	field,method,number,obj
25	com/moonsworth/lunar/forge/lib/MixinCoreUpdater.java	MixinCoreUpdater	field,method,number
25	com/moonsworth/lunar/forge/lib/MixinCoreHandler_2.java	MixinCoreHandler_2	field,number,obj,text
25	com/moonsworth/lunar/forge/lib/InputStreamBase_8.java	InputStreamBase_8	field,method,number
25	com/moonsworth/lunar/forge/lib/InputStreamBase_5.java	InputStreamBase_5	field,method,number
25	com/moonsworth/lunar/forge/lib/CloseableLoader$Data10.java	CloseableLoader$Data10	field,method,number
25	com/moonsworth/lunar/client/util/mixin/MixinHelper22.java	MixinHelper22	field,method
25	com/moonsworth/lunar/client/util/ThreadModuleDump55.java	ThreadModuleDump55	method,text
25	com/moonsworth/lunar/client/util/ThreadModuleDump31.java	ThreadModuleDump31	field,method
25	com/moonsworth/lunar/client/mod/misc/SkyblockSkyMallBuffAlert.java	SkyblockSkyMallBuffAlert	field,method
25	com/moonsworth/lunar/client/mod/misc/SkyblockSendCoords.java	SkyblockSendCoords	field,method
25	com/moonsworth/lunar/client/mod/misc/SkyblockMiningSpeedBoostAlert.java	SkyblockMiningSpeedBoostAlert	field,method
25	com/moonsworth/lunar/client/mod/misc/SkyblockMiniBossAlert.java	SkyblockMiniBossAlert	field,method,text
25	com/moonsworth/lunar/client/mod/misc/SkyblockAutoCopyRareDrops.java	SkyblockAutoCopyRareDrops	field,method,text
25	com/moonsworth/lunar/client/holograms/Holograms7.java	Holograms7	field,method
25	com/moonsworth/lunar/client/holograms/Holograms5.java	Holograms5	field,method,text
25	com/moonsworth/lunar/client/hitbox/Hitbox2Handler.java	Hitbox2Handler	field,flag,method,text,value
25	com/moonsworth/lunar/client/highlight/mixin/highlight/EventCameraOffset.java	EventCameraOffset	field,method,value
25	com/moonsworth/lunar/client/highlight/mixin/fishing/HighlightImpl16.java	HighlightImpl16	field,method,value
25	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlersHandler25.java	GuiRewindhandlersHandler25	field,method,text
25	com/moonsworth/lunar/client/glintcolorizer/rewindhandlers/Glintcolorizer2Impl.java	Glintcolorizer2Impl	field,method
25	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Handler3.java	Glintcolorizer2Handler3	field,method,text,value
25	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base2_2.java	Glintcolorizer2Base2_2	field,method,value
25	com/moonsworth/lunar/client/framework/nameplate/Nameplate4Impl.java	Nameplate4Impl	field,flag,method
25	com/moonsworth/lunar/client/framework/feature/tiertagger/Tiertagger6Impl.java	Tiertagger6Impl	field,method
25	com/moonsworth/lunar/client/framework/feature/tiertagger/Tiertagger5.java	Tiertagger5	field,method,number
25	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/coordinates/Coordinates3.java	Coordinates3	field,method,number
25	com/moonsworth/lunar/client/framework/feature/rewind/gui/Gui.java	Gui	field,method
25	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/holograms/HologramsType24.java	HologramsType24	field,method
25	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms12.java	Holograms12	field,method,number,text
25	com/moonsworth/lunar/client/framework/feature/markers/Markers8.java	Markers8	method,text
25	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes5.java	Keystrokes5	method,number,value
25	com/moonsworth/lunar/client/framework/feature/itemcounter/Itemcounter2.java	Itemcounter2	method,number,text
25	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/Profilerdebugmod2_3.java	Profilerdebugmod2_3	field,method,number,text
25	com/moonsworth/lunar/client/fov/Fov3$Data3.java	Fov3$Data3	field,method,value
25	com/moonsworth/lunar/client/click/chest/Gui2Iterator22.java	Gui2Iterator22	field,flag,method,text,value
25	com/moonsworth/lunar/bridge/itemcounter/ItemcounterType_2.java	ItemcounterType_2	flag,number,text
24	net/minecraft/world/biome/BiomeGenBase.java	BiomeGenBase	i,j
24	com/moonsworth/lunar/replaymod/mixin/AbstractGuiTimelineTimeV1_8Mixin.java	AbstractGuiTimelineTimeV1_8Mixin	flag,method,number,text,value
24	com/moonsworth/lunar/replaymod/mixin/AbstractGuiTimelineTimeMixin.java	AbstractGuiTimelineTimeMixin	flag,method,number,text,value
24	com/moonsworth/lunar/network/mixin/ResponseBodyImpl.java	ResponseBodyImpl	field,method,number
24	com/moonsworth/lunar/legacy/wrapper/LegacyHoverEventSerializer.java	LegacyHoverEventSerializer	field,flag,method,text
24	com/moonsworth/lunar/legacy/mixin/ActiveRenderInfoMixin.java	ActiveRenderInfoMixin	flag,method
24	com/moonsworth/lunar/ichor/MixinHelper_3.java	MixinHelper_3	field,flag,method,text
24	com/moonsworth/lunar/ichor/MixinExtra.java	MixinExtra	field,method,text
24	com/moonsworth/lunar/genesis/URLClassLoader.java	URLClassLoader	field,method,obj,text
24	com/moonsworth/lunar/genesis/MixinHelperType$Data.java	MixinHelperType$Data	field,obj,text
24	com/moonsworth/lunar/genesis/MixinHelper526$Data.java	MixinHelper526$Data	field,method,number
24	com/moonsworth/lunar/genesis/MixinHelper4_3.java	MixinHelper4_3	flag,method,number,text,value
24	com/moonsworth/lunar/genesis/MixinHelper39$Data6.java	MixinHelper39$Data6	field,method,number
24	com/moonsworth/lunar/genesis/MixinHelper20$Data6.java	MixinHelper20$Data6	field,method,obj,text
24	com/moonsworth/lunar/genesis/MixinHelper19$1.java	MixinHelper19$1	field,flag,number,text
24	com/moonsworth/lunar/genesis/MixinHelper18$Data.java	MixinHelper18$Data	field,method
24	com/moonsworth/lunar/genesis/MixinHelper11$Data3.java	MixinHelper11$Data3	field,number,text
24	com/moonsworth/lunar/genesis/BiPredicateLoader3.java	BiPredicateLoader3	field,method,obj
24	com/moonsworth/lunar/genesis/BiPredicateLoader$Data.java	BiPredicateLoader$Data	field,method,obj,value
24	com/moonsworth/lunar/forge/lib/guava/math/PairedStatsAccumulator.java	PairedStatsAccumulator	value
24	com/moonsworth/lunar/forge/lib/guava/hash/AbstractStreamingHasher.java	AbstractStreamingHasher	number
24	com/moonsworth/lunar/forge/lib/guava/hash/AbstractHashFunction.java	AbstractHashFunction	number,text,value
24	com/moonsworth/lunar/forge/lib/OutputStreamBase_6.java	OutputStreamBase_6	field,method,number
24	com/moonsworth/lunar/forge/lib/MixinMore$Data.java	MixinMore$Data	field,method,number
24	com/moonsworth/lunar/forge/lib/MixinLegacy9.java	MixinLegacy9	field,method,obj
24	com/moonsworth/lunar/forge/lib/MixinHelper3563.java	MixinHelper3563	field,method,number
24	com/moonsworth/lunar/forge/lib/MixinHelper356.java	MixinHelper356	field,number,obj
24	com/moonsworth/lunar/forge/lib/InputStreamBase_14.java	InputStreamBase_14	field,method,number
24	com/moonsworth/lunar/files/BinaryMappingsReader.java	BinaryMappingsReader	method,number,text
24	com/moonsworth/lunar/client/util/ThreadModuleDump69.java	ThreadModuleDump69	field,method
24	com/moonsworth/lunar/client/util/ThreadModuleDump50.java	ThreadModuleDump50	field,method,number,text
24	com/moonsworth/lunar/client/util/ThreadModuleDump5.java	ThreadModuleDump5	field,method,obj,value
24	com/moonsworth/lunar/client/util/MixinHelper.java	MixinHelper	field,method
24	com/moonsworth/lunar/client/util/ArrayUtils.java	ArrayUtils	method,number,obj
24	com/moonsworth/lunar/client/mod/hud/HudDebug.java	HudDebug	arg,field,method
24	com/moonsworth/lunar/client/markers/holograms/ColorsaturationExtension.java	ColorsaturationExtension	field,flag,method,text
24	com/moonsworth/lunar/client/inactive/mixin/fishing/FishingHandler.java	FishingHandler	field,method
24	com/moonsworth/lunar/client/horsestats/mixin/Horsestats2.java	Horsestats2	field,method
24	com/moonsworth/lunar/client/horsestats/Horsestats5.java	Horsestats5	field,method
24	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderNameTag.java	EventRenderNameTag	field,method,value
24	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderModel.java	EventRenderModel	field,method,value
24	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderItemClump.java	EventRenderItemClump	field,method,number,value
24	com/moonsworth/lunar/client/glintcolorizer/nameplate/Glintcolorizer2Base44.java	Glintcolorizer2Base44	method,text,value
24	com/moonsworth/lunar/client/framework/feature/worldeditcui/Worldeditcui2Base4.java	Worldeditcui2Base4	field,method,number,value
24	com/moonsworth/lunar/client/framework/feature/scrollabletooltips/mixin/ScrollabletooltipsHandler2.java	ScrollabletooltipsHandler2	flag,method,number,value
24	com/moonsworth/lunar/client/framework/feature/rewind/nameplate/Nameplate2.java	Nameplate2	field,method,obj
24	com/moonsworth/lunar/client/framework/feature/rewind/highlight/nameplate/TreeMapImpl2.java	TreeMapImpl2	field,method,obj,value
24	com/moonsworth/lunar/client/framework/feature/rewind/highlight/Highlight_2.java	Highlight_2	field,method,number,text
24	com/moonsworth/lunar/client/framework/feature/mod/fishing/rewindhandlers/Rewindhandlers.java	Rewindhandlers	field,method,text
24	com/moonsworth/lunar/client/framework/feature/mod/fishing/mixin/Fishing7.java	Fishing7	field,method,number,value
24	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/nameplate/Nameplate3.java	Nameplate3	method,value
24	com/moonsworth/lunar/client/framework/feature/mod/fishing/click/Click11.java	Click11	field,method,number,value
24	com/moonsworth/lunar/client/framework/feature/mod/fishing/Fishing2_2.java	Fishing2_2	field,flag,method,text
24	com/moonsworth/lunar/client/framework/feature/minimap/mixin/Minimap2.java	Minimap2	method,number
24	com/moonsworth/lunar/client/framework/feature/markers/Markers12Impl.java	Markers12Impl	arg,field,method,text
24	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes18.java	Keystrokes18	method,number,value
24	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/Profilerdebugmod_3.java	Profilerdebugmod_3	field,method,number,text
24	com/moonsworth/lunar/client/fov/mixin/Fov4.java	Fov4	field,method,value
24	com/moonsworth/lunar/client/fog/nameplate/Gui2Handler.java	Gui2Handler	field,method,text
24	com/moonsworth/lunar/client/fishing/highlight/Fishing2Extension.java	Fishing2Extension	field,method
24	com/moonsworth/lunar/bridge/horsestats/mixin/HorsestatsType.java	HorsestatsType	flag,number,text
24	com/moonsworth/lunar/bridge/MixinHelper5_5.java	MixinHelper5_5	field,method,number
24	com/moonsworth/lunar/bridge/MExtension.java	MExtension	method,number,value
24	com/moonsworth/lunar/bridge/Bridge5$Data.java	Bridge5$Data	field,method,value
23	net/minecraft/client/renderer/entity/RenderLightningBolt.java	RenderLightningBolt	i,j,k
23	com/moonsworth/lunar/network/mixin/MixinHelper104.java	MixinHelper104	field,method,text
23	com/moonsworth/lunar/network/MixinHelper63.java	MixinHelper63	field,method,obj,text
23	com/moonsworth/lunar/legacy/mixin/TimerMixin2.java	TimerMixin2	method,number
23	com/moonsworth/lunar/legacy/MixinHelper2.java	MixinHelper2	flag,method
23	com/moonsworth/lunar/ichor/MixinServiceAbstractImpl.java	MixinServiceAbstractImpl	field,method,text
23	com/moonsworth/lunar/ichor/MixinHelper_2.java	MixinHelper_2	field,flag,method
23	com/moonsworth/lunar/genesis/SerializableBase2_2.java	SerializableBase2_2	field,method,obj,value
23	com/moonsworth/lunar/genesis/MixinHelper63333$Data.java	MixinHelper63333$Data	field,method,value
23	com/moonsworth/lunar/genesis/MixinHelper523$Data2.java	MixinHelper523$Data2	field,method,number
23	com/moonsworth/lunar/genesis/MixinHelper19$Data35.java	MixinHelper19$Data35	arg,field,method,obj
23	com/moonsworth/lunar/genesis/MixinHelper19$Data23.java	MixinHelper19$Data23	field,method,obj,value
23	com/moonsworth/lunar/genesis/MixinHelper13$Data6.java	MixinHelper13$Data6	field,number
23	com/moonsworth/lunar/genesis/BiPredicateLoader$Data4.java	BiPredicateLoader$Data4	field,method,obj,value
23	com/moonsworth/lunar/forge/lib/guava/reflect/AbstractInvocationHandler.java	AbstractInvocationHandler	method,obj
23	com/moonsworth/lunar/forge/lib/guava/io/AppendableWriter.java	AppendableWriter	number,text
23	com/moonsworth/lunar/forge/lib/guava/hash/AbstractByteHasher.java	AbstractByteHasher	number
23	com/moonsworth/lunar/forge/lib/guava/graph/UndirectedMultiNetworkConnections.java	UndirectedMultiNetworkConnections	flag,obj,value
23	com/moonsworth/lunar/forge/lib/guava/collect/ImmutableCollection.java	ImmutableCollection	number,obj,value
23	com/moonsworth/lunar/forge/lib/guava/collect/Cut.java	Cut	number,obj,value
23	com/moonsworth/lunar/forge/lib/MixinHelper355.java	MixinHelper355	field,method,number,obj
23	com/moonsworth/lunar/forge/lib/MixinHelper2.java	MixinHelper2	field,method
23	com/moonsworth/lunar/forge/lib/MixinExtra2_2.java	MixinExtra2_2	flag,number
23	com/moonsworth/lunar/client/util/ThreadModuleDump68.java	ThreadModuleDump68	field,method,text
23	com/moonsworth/lunar/client/util/ThreadModuleDump36.java	ThreadModuleDump36	method,number,text
23	com/moonsworth/lunar/client/util/LineMath.java	LineMath	method,value
23	com/moonsworth/lunar/client/util/IterableImpl.java	IterableImpl	field,obj
23	com/moonsworth/lunar/client/rewindhandlers/Rewindhandlers.java	Rewindhandlers	field,method,text
23	com/moonsworth/lunar/client/pkg/Pkg6.java	Pkg6	field,method
23	com/moonsworth/lunar/client/mod/player/SkyblockHidePlayersNearNpc.java	SkyblockHidePlayersNearNpc	field,method
23	com/moonsworth/lunar/client/mod/misc/SkyblockDebugHotbarStackSize.java	SkyblockDebugHotbarStackSize	field,method,number
23	com/moonsworth/lunar/client/mod/hud/SkyblockBossTimer.java	SkyblockBossTimer	field,method,text
23	com/moonsworth/lunar/client/killsounds/KillsoundsHandler.java	KillsoundsHandler	arg,field,method,number,text
23	com/moonsworth/lunar/client/inactive/mixin/highlight/mixin/FunctionImpl7.java	FunctionImpl7	field,flag,method,number,text
23	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlersHandler28.java	GuiRewindhandlersHandler28	field,method,text
23	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlers3.java	GuiRewindhandlers3	field,method,obj
23	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplateCore/RewindhandlersNameplateCore_3.java	RewindhandlersNameplateCore_3	field,flag,method,text
23	com/moonsworth/lunar/client/framework/feature/rewind/nameplate/mixin/rewindhandlers/Nameplate2Iterator.java	Nameplate2Iterator	field,method
23	com/moonsworth/lunar/client/framework/feature/rewind/nameplate/Nameplate3Iterator3.java	Nameplate3Iterator3	field,method,text
23	com/moonsworth/lunar/client/framework/feature/mod/rewindhandlers/HighlightBase3.java	HighlightBase3	field,method,number,text
23	com/moonsworth/lunar/client/framework/feature/mod/fishing/lotusfish/Lotusfish.java	Lotusfish	field,method,text
23	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms_8.java	Holograms_8	field,flag,method
23	com/moonsworth/lunar/client/framework/feature/mod/fishing/click/Click17.java	Click17	field,method,number,text
23	com/moonsworth/lunar/client/framework/feature/mod/fishing/Fishing3_3.java	Fishing3_3	method,text
23	com/moonsworth/lunar/client/framework/feature/attackindicator/mixin/Attackindicator3.java	Attackindicator3	field,method
23	com/moonsworth/lunar/client/click/rewindhandlers/Rewindhandlers2.java	Rewindhandlers2	field,method,number
23	com/moonsworth/lunar/client/click/rewindhandlers/Rewindhandlers.java	Rewindhandlers	field,flag,method,number,value
23	com/moonsworth/lunar/client/Highlight3Iterator23.java	Highlight3Iterator23	field,method,text
23	com/moonsworth/lunar/bridge/horsestats/Horsestats10.java	Horsestats10	field,flag,method,text
23	com/moonsworth/lunar/bridge/Bridge5_12.java	Bridge5_12	flag,method,number,text
23	com/moonsworth/lunar/bridge/Bridge3_35.java	Bridge3_35	flag,method,value
23	com/moonsworth/lunar/bridge/Bridge2_43.java	Bridge2_43	flag,number,value
23	com/moonsworth/lunar/bridge/Bridge10$Data.java	Bridge10$Data	field,flag,method,number,value
22	net/minecraft/world/gen/feature/WorldGenSpikes.java	WorldGenSpikes	i,j,k
22	net/minecraft/client/gui/ServerListEntryNormal.java	ServerListEntryNormal	flag,i,j,k,var
22	com/moonsworth/lunar/legacy/wrapper/StaticMp3Codec.java	StaticMp3Codec	field,flag,method,number
22	com/moonsworth/lunar/legacy/wrapper/Bridge19Task.java	Bridge19Task	field,number,obj
22	com/moonsworth/lunar/legacy/mixin/LayerSheepWoolMixin.java	LayerSheepWoolMixin	arg,method,obj,text
22	com/moonsworth/lunar/ichor/Ichor2Iterator2.java	Ichor2Iterator2	method,text
22	com/moonsworth/lunar/genesis/MixinHelper8$Data22$Type.java	MixinHelper8$Data22$Type	number
22	com/moonsworth/lunar/genesis/MixinHelper624.java	MixinHelper624	method,obj,value
22	com/moonsworth/lunar/genesis/MixinHelper623223$Data.java	MixinHelper623223$Data	field,method,value
22	com/moonsworth/lunar/genesis/MixinHelper40$Data.java	MixinHelper40$Data	field,number
22	com/moonsworth/lunar/genesis/MixinHelper4$Data20.java	MixinHelper4$Data20	field,number
22	com/moonsworth/lunar/genesis/MixinHelper12$Data4.java	MixinHelper12$Data4	field,method,number
22	com/moonsworth/lunar/genesis/AbstractCollectionIterator332.java	AbstractCollectionIterator332	field,method,number
22	com/moonsworth/lunar/forge/lib/guava/util/concurrent/AggregateFuture.java	AggregateFuture	flag,number,text
22	com/moonsworth/lunar/forge/lib/guava/util/concurrent/AbstractCatchingFuture.java	AbstractCatchingFuture	obj,text,value
22	com/moonsworth/lunar/forge/lib/guava/hash/Funnels.java	Funnels	number,obj,text
22	com/moonsworth/lunar/forge/lib/guava/graph/AbstractUndirectedNetworkConnections.java	AbstractUndirectedNetworkConnections	flag,obj,value
22	com/moonsworth/lunar/forge/lib/guava/collect/ImmutableSortedSetFauxverideShim.java	ImmutableSortedSetFauxverideShim	number,value
22	com/moonsworth/lunar/forge/lib/guava/collect/AbstractMultiset.java	AbstractMultiset	number,obj,value
22	com/moonsworth/lunar/forge/lib/guava/cache/AbstractCache.java	AbstractCache	number,obj,value
22	com/moonsworth/lunar/forge/lib/OutputStreamBase$Data.java	OutputStreamBase$Data	field,number
22	com/moonsworth/lunar/forge/lib/MixinMore$Data2.java	MixinMore$Data2	field,method
22	com/moonsworth/lunar/forge/lib/MixinHelper6292.java	MixinHelper6292	flag,method,number,text
22	com/moonsworth/lunar/forge/lib/MixinHelper352.java	MixinHelper352	field,method,number,obj,text
22	com/moonsworth/lunar/forge/lib/MixinHelper22.java	MixinHelper22	field,method,number,obj
22	com/moonsworth/lunar/forge/lib/MixinHelper$Extension7.java	MixinHelper$Extension7	field,method
22	com/moonsworth/lunar/client/util/ThreadModuleDump27.java	ThreadModuleDump27	field,method,number,text
22	com/moonsworth/lunar/client/mod/misc/SkyblockItemIdLore.java	SkyblockItemIdLore	field,method,text
22	com/moonsworth/lunar/client/mod/hud/SkyblockPickonimbusDurability.java	SkyblockPickonimbusDurability	field,method,text
22	com/moonsworth/lunar/client/mod/hud/Playtime.java	Playtime	arg,field,method
22	com/moonsworth/lunar/client/markers/mixin/gui/mixin/Gui8.java	Gui8	method,number
22	com/moonsworth/lunar/client/lightoverlay/Lightoverlay8.java	Lightoverlay8	field,method,number,obj,value
22	com/moonsworth/lunar/client/killsounds/Killsounds3_2.java	Killsounds3_2	method,obj,text
22	com/moonsworth/lunar/client/killsounds/Killsounds11.java	Killsounds11	arg,field,method,obj,text
22	com/moonsworth/lunar/client/inactive/rewindhandlers/Rewindhandlers14.java	Rewindhandlers14	field,method,text
22	com/moonsworth/lunar/client/inactive/mixin/gui/mixin/Gui2.java	Gui2	field,method,number
