count	file	class	tokens
22	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlersHandler2_2.java	GuiRewindhandlersHandler2_2	field,method
22	com/moonsworth/lunar/client/framework/feature/worldeditcui/Worldeditcui.java	Worldeditcui	field,method,text
22	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplateCore/RewindhandlersNameplateCoreIterator.java	RewindhandlersNameplateCoreIterator	flag,method
22	com/moonsworth/lunar/client/framework/feature/rewind/nameplate/mixin/holograms/Nameplate2Impl11.java	Nameplate2Impl11	field,flag,method,value
22	com/moonsworth/lunar/client/framework/feature/rewind/Rewind2.java	Rewind2	field,flag,method
22	com/moonsworth/lunar/client/framework/feature/mod/highlight/HighlightType.java	HighlightType	method,number,text,value
22	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms8_2.java	Holograms8_2	field,method,number
22	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms4.java	Holograms4	field,method,text
22	com/moonsworth/lunar/client/framework/feature/mod/fishing/gui/GuiHandler2.java	GuiHandler2	field,method,number,text
22	com/moonsworth/lunar/client/framework/feature/mod/MixinHelper22.java	MixinHelper22	field,method,text
22	com/moonsworth/lunar/client/framework/feature/markers/Markers12Impl6.java	Markers12Impl6	method,text
22	com/moonsworth/lunar/client/framework/feature/attackindicator/mixin/Attackindicator2Handler24.java	Attackindicator2Handler24	flag,method,number,value
22	com/moonsworth/lunar/client/framework/Framework10.java	Framework10	flag,method,number,value
22	com/moonsworth/lunar/client/fps/Fps8.java	Fps8	field,method,obj
22	com/moonsworth/lunar/client/fps/Fps.java	Fps	method,text,value
22	com/moonsworth/lunar/client/Highlight3Iterator14.java	Highlight3Iterator14	arg,method
22	com/moonsworth/lunar/bridge/TypeCoercionPipeline.java	TypeCoercionPipeline	field,method
22	com/moonsworth/lunar/bridge/MixinHelper.java	MixinHelper	field,method,value
22	com/moonsworth/lunar/bridge/LegacyFormattingSerializer.java	LegacyFormattingSerializer	field,method,number
22	com/moonsworth/lunar/bridge/Bridge8Extension3.java	Bridge8Extension3	flag,method,number
21	net/minecraft/world/gen/layer/GenLayerBiomeEdge.java	GenLayerBiomeEdge	i,j,k
21	net/minecraft/item/crafting/RecipesArmorDyes.java	RecipesArmorDyes	i,j,k
21	net/minecraft/entity/item/EntityBoat.java	EntityBoat	i,j,k
21	net/minecraft/client/entity/EntityPlayerSP.java	EntityPlayerSP	flag
21	net/minecraft/block/BlockStairs.java	BlockStairs	flag
21	net/minecraft/block/BlockDynamicLiquid.java	BlockDynamicLiquid	i,j,k
21	com/moonsworth/lunar/legacy/mixin/SourceLWJGLOpenALMixin.java	SourceLWJGLOpenALMixin	flag,method,number,text,value
21	com/moonsworth/lunar/legacy/mixin/GuiDisconnectedMixin.java	GuiDisconnectedMixin	flag,method,number,text,value
21	com/moonsworth/lunar/legacy/mixin/C01PacketChatMessageMixin2.java	C01PacketChatMessageMixin2	arg,method,number,text
21	com/moonsworth/lunar/ichor/MixinLegacy.java	MixinLegacy	field,method,text
21	com/moonsworth/lunar/ichor/Ichor2Iterator_2.java	Ichor2Iterator_2	field,method
21	com/moonsworth/lunar/genesis/Reader.java	Reader	number,text
21	com/moonsworth/lunar/genesis/MixinHelper8$Data30.java	MixinHelper8$Data30	field,method,number
21	com/moonsworth/lunar/genesis/MixinHelper5$Data27.java	MixinHelper5$Data27	field,method,number,text
21	com/moonsworth/lunar/genesis/MixinHelper242$Data.java	MixinHelper242$Data	field,obj,value
21	com/moonsworth/lunar/genesis/MixinHelper12$Data8.java	MixinHelper12$Data8	field,method,text
21	com/moonsworth/lunar/genesis/Comparator5.java	Comparator5	field,number,obj,value
21	com/moonsworth/lunar/genesis/ComparableIterator2$Data.java	ComparableIterator2$Data	field,method,value
21	com/moonsworth/lunar/forge/lib/guava/io/CharSequenceReader.java	CharSequenceReader	number,text
21	com/moonsworth/lunar/forge/lib/guava/hash/LongAdder.java	LongAdder	flag,number
21	com/moonsworth/lunar/forge/lib/guava/graph/MapIteratorCache.java	MapIteratorCache	obj,value
21	com/moonsworth/lunar/forge/lib/guava/collect/Platform.java	Platform	number,text
21	com/moonsworth/lunar/forge/lib/guava/collect/MultimapBuilder.java	MultimapBuilder	number
21	com/moonsworth/lunar/forge/lib/guava/collect/ImmutableSortedMultisetFauxverideShim.java	ImmutableSortedMultisetFauxverideShim	value
21	com/moonsworth/lunar/forge/lib/guava/collect/ImmutableRangeMap.java	ImmutableRangeMap	number,obj,value
21	com/moonsworth/lunar/forge/lib/guava/cache/LongAdder.java	LongAdder	flag,number
21	com/moonsworth/lunar/forge/lib/guava/base/Platform.java	Platform	text,value
21	com/moonsworth/lunar/forge/lib/SeekableByteChannelLoader2_2.java	SeekableByteChannelLoader2_2	field,method,text
21	com/moonsworth/lunar/forge/lib/MixinMiscHandler22.java	MixinMiscHandler22	field,method,number
21	com/moonsworth/lunar/forge/lib/MixinAltBase2.java	MixinAltBase2	field,method,number
21	com/moonsworth/lunar/forge/MixinMisc2.java	MixinMisc2	field,method,number
21	com/moonsworth/lunar/client/util/click/Click.java	Click	field,flag,method
21	com/moonsworth/lunar/client/util/chest/mixin/ChestHandler3.java	ChestHandler3	field,flag,method,value
21	com/moonsworth/lunar/client/util/NpcUtils.java	NpcUtils	flag,method,text
21	com/moonsworth/lunar/client/mixin/KeyBindingMixin.java	KeyBindingMixin	field,flag,method,number,value
21	com/moonsworth/lunar/client/memory/MemoryTask.java	MemoryTask	field,method,text
21	com/moonsworth/lunar/client/killsounds/Killsounds5.java	Killsounds5	flag,method,obj,text
21	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlers_2.java	GuiRewindhandlers_2	method,obj
21	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer3_3.java	Glintcolorizer3_3	number,value
21	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Impl.java	Glintcolorizer2Impl	field,method
21	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base2.java	Glintcolorizer2Base2	field,method,value
21	com/moonsworth/lunar/client/framework/nameplate/Nameplate11.java	Nameplate11	field,flag,method
21	com/moonsworth/lunar/client/framework/feature/tps/Gui2Extension.java	Gui2Extension	method,number,text
21	com/moonsworth/lunar/client/framework/feature/scrollabletooltips/mixin/ScrollabletooltipsHandler.java	ScrollabletooltipsHandler	method,value
21	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/Rewindhandlers_5.java	Rewindhandlers_5	field,method,number
21	com/moonsworth/lunar/client/framework/feature/mod/holograms/nameplate/GuiRewindhandlersHandler2.java	GuiRewindhandlersHandler2	field,method
21	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms2$Data.java	Holograms2$Data	field,method,number,text
21	com/moonsworth/lunar/client/framework/feature/mod/fishing/gui/GuiHandler.java	GuiHandler	field,method,number,text
21	com/moonsworth/lunar/client/framework/feature/markers/Markers12.java	Markers12	field,method,text
21	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes2Handler.java	Keystrokes2Handler	field,method,number,value
21	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes16.java	Keystrokes16	method,number,value
21	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes14.java	Keystrokes14	method,number,value
21	com/moonsworth/lunar/client/framework/feature/hypixelbedwars/TitlesHandler.java	TitlesHandler	field,method,text
21	com/moonsworth/lunar/client/fov/mixin/Gui2Handler2.java	Gui2Handler2	field,flag,text
21	com/moonsworth/lunar/client/fog/chest/Chest.java	Chest	field,method
21	com/moonsworth/lunar/client/coordinates/mixin/CoordinatesThread.java	CoordinatesThread	arg,method
21	com/moonsworth/lunar/bridge/MixinHelper7_3.java	MixinHelper7_3	field,method
20	net/minecraft/world/WorldServer.java	WorldServer	i,j,k,var
20	net/minecraft/entity/ai/RandomPositionGenerator.java	RandomPositionGenerator	flag,i,j,k
20	com/moonsworth/lunar/legacy/wrapper/FaceEdgeMasks.java	FaceEdgeMasks	field
20	com/moonsworth/lunar/legacy/mixin/ResourcePackRepositoryMixin.java	ResourcePackRepositoryMixin	flag,method,number,text
20	com/moonsworth/lunar/ichor/ClassWriter.java	ClassWriter	field,method,number,text
20	com/moonsworth/lunar/genesis/MixinHelper6$Data22.java	MixinHelper6$Data22	field,obj,value
20	com/moonsworth/lunar/genesis/MixinHelper522$Data.java	MixinHelper522$Data	field,method,number
20	com/moonsworth/lunar/genesis/MixinHelper40$Data2.java	MixinHelper40$Data2	field,number
20	com/moonsworth/lunar/genesis/MixinHelper39$Data5.java	MixinHelper39$Data5	arg,field,method
20	com/moonsworth/lunar/genesis/MixinHelper242$Data4.java	MixinHelper242$Data4	field,method,obj,value
20	com/moonsworth/lunar/genesis/MixinHelper20$Data3.java	MixinHelper20$Data3	field,obj,value
20	com/moonsworth/lunar/genesis/MixinHelper2$Data17.java	MixinHelper2$Data17	field,number
20	com/moonsworth/lunar/genesis/MixinHelper$Data49.java	MixinHelper$Data49	field,number
20	com/moonsworth/lunar/genesis/IterableBase$Data.java	IterableBase$Data	method,obj,value
20	com/moonsworth/lunar/genesis/Comparator7.java	Comparator7	field,obj
20	com/moonsworth/lunar/genesis/BiPredicateLoader2.java	BiPredicateLoader2	field,method,number,obj
20	com/moonsworth/lunar/genesis/AbstractSetImpl.java	AbstractSetImpl	field,method,obj
20	com/moonsworth/lunar/genesis/AbstractCollectionIterator34.java	AbstractCollectionIterator34	field,method,number
20	com/moonsworth/lunar/genesis/AbstractCollectionIterator32.java	AbstractCollectionIterator32	field,method,number,value
20	com/moonsworth/lunar/genesis/AbstractCollectionBase2$Data.java	AbstractCollectionBase2$Data	field,method,number,obj
20	com/moonsworth/lunar/forge/lib/guava/util/concurrent/TimeoutFuture.java	TimeoutFuture	number,text
20	com/moonsworth/lunar/forge/lib/guava/util/concurrent/AbstractScheduledService.java	AbstractScheduledService	flag,number
20	com/moonsworth/lunar/forge/lib/guava/io/FileBackedOutputStream.java	FileBackedOutputStream	flag,number
20	com/moonsworth/lunar/forge/lib/guava/graph/Network.java	Network	obj,value
20	com/moonsworth/lunar/forge/lib/guava/graph/AbstractValueGraph.java	AbstractValueGraph	obj,value
20	com/moonsworth/lunar/forge/lib/guava/collect/ReverseNaturalOrdering.java	ReverseNaturalOrdering	value
20	com/moonsworth/lunar/forge/lib/MixinMore3_2.java	MixinMore3_2	field,method
20	com/moonsworth/lunar/forge/lib/MixinMisc3Loader7.java	MixinMisc3Loader7	field,method,number
20	com/moonsworth/lunar/forge/lib/MixinMisc3Loader4.java	MixinMisc3Loader4	method,number,text
20	com/moonsworth/lunar/forge/lib/MixinHelper6932.java	MixinHelper6932	method,number,text
20	com/moonsworth/lunar/forge/lib/MixinHelper62.java	MixinHelper62	method,number,text
20	com/moonsworth/lunar/forge/lib/MixinHelper4_3.java	MixinHelper4_3	field,text
20	com/moonsworth/lunar/forge/lib/MixinHelper3282.java	MixinHelper3282	field,method,obj
20	com/moonsworth/lunar/forge/lib/CloneableBase.java	CloneableBase	method,number
20	com/moonsworth/lunar/client/util/chest/SBase.java	SBase	field,method
20	com/moonsworth/lunar/client/mod/misc/SkyblockWebsiteAdblock.java	SkyblockWebsiteAdblock	field,method,text
20	com/moonsworth/lunar/client/markers/mixin/gui/mixin/Gui15.java	Gui15	flag,method,text
20	com/moonsworth/lunar/client/killsounds/Killsounds13.java	Killsounds13	method,obj,text
20	com/moonsworth/lunar/client/highlight/mixin/nameplate/HighlightImpl.java	HighlightImpl	field,flag,method
20	com/moonsworth/lunar/client/highlight/fishing/HighlightImpl5_2.java	HighlightImpl5_2	field,method,value
20	com/moonsworth/lunar/client/highlight/fishing/HighlightImpl14.java	HighlightImpl14	field,method,value
20	com/moonsworth/lunar/client/highlight/fishing/HighlightImpl13$Data3.java	HighlightImpl13$Data3	method,value
20	com/moonsworth/lunar/client/framework/feature/screenshot/ByteArrayInputStreamLoader.java	ByteArrayInputStreamLoader	field,method,number
20	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplateCore/mixin/RewindhandlersNameplateCoreImpl9.java	RewindhandlersNameplateCoreImpl9	method
20	com/moonsworth/lunar/client/framework/feature/rewind/nameplate/mixin/gui/Nameplate2Impl4.java	Nameplate2Impl4	field,method
20	com/moonsworth/lunar/client/framework/feature/rewind/Rewind3_3.java	Rewind3_3	field,method
20	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/practice/Framework7Extension2.java	Framework7Extension2	field,method,number
20	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/JsonDeserializerImpl.java	JsonDeserializerImpl	method,number,text
20	com/moonsworth/lunar/client/framework/feature/mod/impl/alert/excavation/mixin/ExcavationType.java	ExcavationType	flag,number
20	com/moonsworth/lunar/client/framework/feature/mod/holograms/fishing/GuiRewindhandlersHandler211.java	GuiRewindhandlersHandler211	field,method,number,text
20	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms6_2.java	Holograms6_2	flag,obj
20	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod2.java	Fpsdebugmod2	arg,method,number
20	com/moonsworth/lunar/client/framework/feature/cooldowns/mixin/CooldownsImpl2.java	CooldownsImpl2	field,method,number,text,value
20	com/moonsworth/lunar/client/framework/feature/attackindicator/mixin/Attackindicator2Handler2.java	Attackindicator2Handler2	field,method
20	com/moonsworth/lunar/client/framework/MixinCore5Impl.java	MixinCore5Impl	field,flag,method,value
19	net/minecraft/tileentity/TileEntityBeacon.java	TileEntityBeacon	flag,i,j,k
19	net/minecraft/item/ItemEnderEye.java	ItemEnderEye	flag,i,j,k
19	net/minecraft/entity/monster/EntityZombie.java	EntityZombie	i,j,k
19	net/minecraft/client/LoadingScreenRenderer.java	LoadingScreenRenderer	i,j,k,var
19	com/moonsworth/lunar/legacy/wrapper/ExternalTextureFramebuffer.java	ExternalTextureFramebuffer	field,method,number
19	com/moonsworth/lunar/legacy/mixin/ScoreboardMixin2.java	ScoreboardMixin2	obj,text
19	com/moonsworth/lunar/legacy/mixin/BridgeHandler.java	BridgeHandler	field,flag,method,number
19	com/moonsworth/lunar/ichor/util/FatalIchorError8.java	FatalIchorError8	field,method,number,text
19	com/moonsworth/lunar/genesis/SerializableBase_2.java	SerializableBase_2	field,method,obj,value
19	com/moonsworth/lunar/genesis/MixinHelper7_6.java	MixinHelper7_6	field,method,obj
19	com/moonsworth/lunar/genesis/MixinHelper6$Data23.java	MixinHelper6$Data23	field,obj,value
19	com/moonsworth/lunar/genesis/MixinHelper2_12.java	MixinHelper2_12	method,number,obj
19	com/moonsworth/lunar/genesis/MixinHelper234$Data3.java	MixinHelper234$Data3	method,number
19	com/moonsworth/lunar/genesis/MixinHelper22$Data3.java	MixinHelper22$Data3	arg,field,number
19	com/moonsworth/lunar/genesis/MixinHelper1342322.java	MixinHelper1342322	field,method,number
19	com/moonsworth/lunar/genesis/MixinHelper1342232.java	MixinHelper1342232	field,method,number
19	com/moonsworth/lunar/genesis/MixinHelper10$Data15.java	MixinHelper10$Data15	field,method,obj
19	com/moonsworth/lunar/genesis/FilterOutputStreamSerializer.java	FilterOutputStreamSerializer	field,method,number
19	com/moonsworth/lunar/genesis/FilterInputStreamLoader_2.java	FilterInputStreamLoader_2	field,method,number
19	com/moonsworth/lunar/genesis/AbstractQueueIterator$Data2.java	AbstractQueueIterator$Data2	field,method,number,obj
19	com/moonsworth/lunar/forge/lib/guava/util/concurrent/InterruptibleTask.java	InterruptibleTask	flag,number,obj,text,value
19	com/moonsworth/lunar/forge/lib/guava/collect/SparseImmutableTable.java	SparseImmutableTable	obj
19	com/moonsworth/lunar/forge/lib/guava/collect/RegularImmutableTable.java	RegularImmutableTable	number,obj,value
19	com/moonsworth/lunar/forge/lib/guava/collect/MoreCollectors.java	MoreCollectors	arg,flag,obj
19	com/moonsworth/lunar/forge/lib/OutputStreamSerializer.java	OutputStreamSerializer	field,method,number,text
19	com/moonsworth/lunar/forge/lib/MixinMisc5Iterator.java	MixinMisc5Iterator	field,method,number
19	com/moonsworth/lunar/forge/lib/MixinMisc12.java	MixinMisc12	field,flag,method,number,text
19	com/moonsworth/lunar/forge/lib/MixinAltSerializer2.java	MixinAltSerializer2	field,method,number
19	com/moonsworth/lunar/forge/lib/InputStreamLoader3.java	InputStreamLoader3	field,number
19	com/moonsworth/lunar/forge/lib/InflaterInputStreamLoader.java	InflaterInputStreamLoader	field,method,number
19	com/moonsworth/lunar/client/lighting/nameplate/mixin/NameplateHandler.java	NameplateHandler	field,flag,method,number
19	com/moonsworth/lunar/client/lighting/nameplate/mixin/Nameplate.java	Nameplate	method,value
19	com/moonsworth/lunar/client/lighting/LightingIterator.java	LightingIterator	method
19	com/moonsworth/lunar/client/killsounds/mixin/Killsounds6Impl.java	Killsounds6Impl	method,number,text,value
19	com/moonsworth/lunar/client/keystrokes/Keystrokes3.java	Keystrokes3	field,method,text
19	com/moonsworth/lunar/client/inactive/mixin/nameplate/Nameplate.java	Nameplate	method,text
19	com/moonsworth/lunar/client/inactive/mixin/highlight/mixin/FunctionImpl2.java	FunctionImpl2	method,number,value
19	com/moonsworth/lunar/client/inactive/Inactive4.java	Inactive4	field,method,text
19	com/moonsworth/lunar/client/inactive/Inactive3$Data2.java	Inactive3$Data2	flag,method,text
19	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderEntities.java	EventRenderEntities	field,method,value
19	com/moonsworth/lunar/client/highlight/mixin/fishing/mixin/HighlightImpl6.java	HighlightImpl6	field,flag,method,number
19	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Handler4.java	Glintcolorizer2Handler4	field,method,text,value
